instance,ub,lb,T,R,job,due_date,p_machine1,p_machine2,p_machine3,p_machine4,p_machine5,p_machine6,p_machine7,p_machine8,p_machine9,p_machine10
8,3039,2959,0.6,0.6,18,1228,17,51,84,92,29,88,78,88,67,77
8,3039,2959,0.6,0.6,19,1063,80,31,19,34,15,73,89,96,67,28
8,3039,2959,0.6,0.6,20,813,56,76,10,35,41,94,20,17,52,45
8,3039,2959,0.6,0.6,21,1382,32,3,6,5,32,49,94,11,39,9
8,3039,2959,0.6,0.6,22,544,86,20,79,28,24,7,82,67,93,23
8,3039,2959,0.6,0.6,23,815,85,32,69,73,63,33,42,81,46,23
8,3039,2959,0.6,0.6,24,946,88,29,37,65,23,56,31,99,76,28
8,3039,2959,0.6,0.6,25,1106,77,36,13,71,95,81,1,22,78,19
8,3039,2959,0.6,0.6,26,1690,15,34,35,47,88,38,9,26,87,91
8,3039,2959,0.6,0.6,27,650,48,89,97,98,40,13,5,1,16,75
8,3039,2959,0.6,0.6,28,1209,11,43,45,7,25,14,51,23,19,6
8,3039,2959,0.6,0.6,29,1348,33,48,72,42,12,62,21,41,82,60
8,3039,2959,0.6,0.6,30,378,72,68,80,71,12,58,31,38,80,12
8,3039,2959,0.6,0.6,31,1375,69,52,24,54,9,5,54,36,28,61
8,3039,2959,0.6,0.6,32,599,74,39,30,7,69,9,1,50,97,35
8,3039,2959,0.6,0.6,33,411,48,12,89,90,28,91,3,59,60,81
8,3039,2959,0.6,0.6,34,1981,50,50,72,14,78,16,4,92,8,51
8,3039,2959,0.6,0.6,35,2010,41,48,85,15,1,38,58,55,40,94
8,3039,2959,0.6,0.6,36,1731,88,50,17,63,23,7,30,78,44,57
8,3039,2959,0.6,0.6,37,837,50,73,35,19,79,94,10,77,72,65
8,3039,2959,0.6,0.6,38,469,13,99,13,90,25,43,55,25,97,5
8,3039,2959,0.6,0.6,39,1511,74,10,80,72,15,66,6,25,10,26
8,3039,2959,0.6,0.6,40,1077,16,89,50,66,18,94,23,20,4,34
8,3039,2959,0.6,0.6,41,513,91,13,4,58,3,54,29,87,15,61
8,3039,2959,0.6,0.6,42,1175,40,85,60,60,80,12,63,32,95,63
8,3039,2959,0.6,0.6,43,357,59,50,55,66,41,34,71,12,4,72
8,3039,2959,0.6,0.6,44,1910,28,52,82,11,15,80,91,52,63,14
8,3039,2959,0.6,0.6,45,755,61,39,5,83,94,6,94,33,68,43
8,3039,2959,0.6,0.6,46,1472,34,60,93,9,96,72,68,90,28,3
8,3039,2959,0.6,0.6,47,849,7,89,38,85,6,40,46,81,50,94
8,3039,2959,0.6,0.6,48,1219,22,91,75,68,52,38,12,40,31,54
8,3039,2959,0.6,0.6,49,1267,63,76,40,79,59,36,89,67,38,13
8,3039,2959,0.6,0.6,50,624,69,28,46,94,51,86,50,84,65,89
8,3039,2959,0.6,1.0,1,998,56,13,24,36,39,26,67,73,53,97
8,3039,2959,0.6,1.0,2,2532,78,78,79,31,33,37,44,48,81,80
8,3039,2959,0.6,1.0,3,1950,92,8,83,87,9,18,73,89,50,16
8,3039,2959,0.6,1.0,4,1595,66,69,40,52,67,42,89,44,4,40
8,3039,2959,0.6,1.0,5,416,30,42,97,20,41,47,53,56,36,45
8,3039,2959,0.6,1.0,6,416,26,11,36,86,61,26,57,87,76,64
8,3039,2959,0.6,1.0,7,156,16,70,61,70,17,30,60,89,10,36
8,3039,2959,0.6,1.0,8,2307,48,21,48,78,76,62,52,72,8,44
8,3039,2959,0.6,1.0,9,1601,30,53,24,99,31,41,42,67,17,98
8,3039,2959,0.6,1.0,10,1886,97,88,71,76,39,59,80,65,28,82
8,3039,2959,0.6,1.0,11,56,54,2,75,56,25,14,42,97,3,66
8,3039,2959,0.6,1.0,12,2583,62,69,2,71,9,96,45,45,80,69
8,3039,2959,0.6,1.0,13,2217,23,37,26,45,69,31,37,2,14,44
8,3039,2959,0.6,1.0,14,566,43,78,13,10,75,19,73,68,6,55
8,3039,2959,0.6,1.0,15,485,21,69,68,34,42,22,44,39,32,68
8,3039,2959,0.6,1.0,16,489,98,97,32,81,53,80,73,6,20,84
8,3039,2959,0.6,1.0,17,811,19,53,58,77,26,57,5,24,17,77
8,3039,2959,0.6,1.0,18,1398,17,51,84,92,29,88,78,88,67,77
8,3039,2959,0.6,1.0,19,1151,80,31,19,34,15,73,89,96,67,28
8,3039,2959,0.6,1.0,20,776,56,76,10,35,41,94,20,17,52,45
8,3039,2959,0.6,1.0,21,1630,32,3,6,5,32,49,94,11,39,9
8,3039,2959,0.6,1.0,22,372,86,20,79,28,24,7,82,67,93,23
8,3039,2959,0.6,1.0,23,779,85,32,69,73,63,33,42,81,46,23
8,3039,2959,0.6,1.0,24,976,88,29,37,65,23,56,31,99,76,28
8,3039,2959,0.6,1.0,25,1215,77,36,13,71,95,81,1,22,78,19
8,3039,2959,0.6,1.0,26,2091,15,34,35,47,88,38,9,26,87,91
8,3039,2959,0.6,1.0,27,533,48,89,97,98,40,13,5,1,16,75
8,3039,2959,0.6,1.0,28,1370,11,43,45,7,25,14,51,23,19,6
8,3039,2959,0.6,1.0,29,1578,33,48,72,42,12,62,21,41,82,60
8,3039,2959,0.6,1.0,30,125,72,68,80,71,12,58,31,38,80,12
8,3039,2959,0.6,1.0,31,1618,69,52,24,54,9,5,54,36,28,61
8,3039,2959,0.6,1.0,32,455,74,39,30,7,69,9,1,50,97,35
8,3039,2959,0.6,1.0,33,174,48,12,89,90,28,91,3,59,60,81
8,3039,2959,0.6,1.0,34,2527,50,50,72,14,78,16,4,92,8,51
8,3039,2959,0.6,1.0,35,2572,41,48,85,15,1,38,58,55,40,94
8,3039,2959,0.6,1.0,36,2153,88,50,17,63,23,7,30,78,44,57
8,3039,2959,0.6,1.0,37,812,50,73,35,19,79,94,10,77,72,65
8,3039,2959,0.6,1.0,38,261,13,99,13,90,25,43,55,25,97,5
8,3039,2959,0.6,1.0,39,1822,74,10,80,72,15,66,6,25,10,26
8,3039,2959,0.6,1.0,40,1173,16,89,50,66,18,94,23,20,4,34
8,3039,2959,0.6,1.0,41,326,91,13,4,58,3,54,29,87,15,61
8,3039,2959,0.6,1.0,42,1319,40,85,60,60,80,12,63,32,95,63
8,3039,2959,0.6,1.0,43,93,59,50,55,66,41,34,71,12,4,72
8,3039,2959,0.6,1.0,44,2422,28,52,82,11,15,80,91,52,63,14
8,3039,2959,0.6,1.0,45,690,61,39,5,83,94,6,94,33,68,43
8,3039,2959,0.6,1.0,46,1765,34,60,93,9,96,72,68,90,28,3
8,3039,2959,0.6,1.0,47,831,7,89,38,85,6,40,46,81,50,94
8,3039,2959,0.6,1.0,48,1385,22,91,75,68,52,38,12,40,31,54
8,3039,2959,0.6,1.0,49,1456,63,76,40,79,59,36,89,67,38,13
8,3039,2959,0.6,1.0,50,493,69,28,46,94,51,86,50,84,65,89
8,3039,2959,0.8,0.2,1,518,56,13,24,36,39,26,67,73,53,97
8,3039,2959,0.8,0.2,2,859,78,78,79,31,33,37,44,48,81,80
8,3039,2959,0.8,0.2,3,729,92,8,83,87,9,18,73,89,50,16
8,3039,2959,0.8,0.2,4,650,66,69,40,52,67,42,89,44,4,40
8,3039,2959,0.8,0.2,5,388,30,42,97,20,41,47,53,56,36,45
8,3039,2959,0.8,0.2,6,388,26,11,36,86,61,26,57,87,76,64
8,3039,2959,0.8,0.2,7,330,16,70,61,70,17,30,60,89,10,36
8,3039,2959,0.8,0.2,8,809,48,21,48,78,76,62,52,72,8,44
8,3039,2959,0.8,0.2,9,652,30,53,24,99,31,41,42,67,17,98
8,3039,2959,0.8,0.2,10,715,97,88,71,76,39,59,80,65,28,82
8,3039,2959,0.8,0.2,11,308,54,2,75,56,25,14,42,97,3,66
8,3039,2959,0.8,0.2,12,870,62,69,2,71,9,96,45,45,80,69
8,3039,2959,0.8,0.2,13,789,23,37,26,45,69,31,37,2,14,44
8,3039,2959,0.8,0.2,14,422,43,78,13,10,75,19,73,68,6,55
8,3039,2959,0.8,0.2,15,404,21,69,68,34,42,22,44,39,32,68
8,3039,2959,0.8,0.2,16,404,98,97,32,81,53,80,73,6,20,84
8,3039,2959,0.8,0.2,17,476,19,53,58,77,26,57,5,24,17,77
8,3039,2959,0.8,0.2,18,606,17,51,84,92,29,88,78,88,67,77
8,3039,2959,0.8,0.2,19,552,80,31,19,34,15,73,89,96,67,28
8,3039,2959,0.8,0.2,20,468,56,76,10,35,41,94,20,17,52,45
8,3039,2959,0.8,0.2,21,658,32,3,6,5,32,49,94,11,39,9
8,3039,2959,0.8,0.2,22,378,86,20,79,28,24,7,82,67,93,23
8,3039,2959,0.8,0.2,23,469,85,32,69,73,63,33,42,81,46,23
8,3039,2959,0.8,0.2,24,513,88,29,37,65,23,56,31,99,76,28
8,3039,2959,0.8,0.2,25,566,77,36,13,71,95,81,1,22,78,19
8,3039,2959,0.8,0.2,26,761,15,34,35,47,88,38,9,26,87,91
8,3039,2959,0.8,0.2,27,414,48,89,97,98,40,13,5,1,16,75
8,3039,2959,0.8,0.2,28,600,11,43,45,7,25,14,51,23,19,6
8,3039,2959,0.8,0.2,29,646,33,48,72,42,12,62,21,41,82,60
8,3039,2959,0.8,0.2,30,323,72,68,80,71,12,58,31,38,80,12
8,3039,2959,0.8,0.2,31,655,69,52,24,54,9,5,54,36,28,61
8,3039,2959,0.8,0.2,32,397,74,39,30,7,69,9,1,50,97,35
8,3039,2959,0.8,0.2,33,334,48,12,89,90,28,91,3,59,60,81
8,3039,2959,0.8,0.2,34,857,50,50,72,14,78,16,4,92,8,51
8,3039,2959,0.8,0.2,35,867,41,48,85,15,1,38,58,55,40,94
8,3039,2959,0.8,0.2,36,774,88,50,17,63,23,7,30,78,44,57
8,3039,2959,0.8,0.2,37,476,50,73,35,19,79,94,10,77,72,65
8,3039,2959,0.8,0.2,38,354,13,99,13,90,25,43,55,25,97,5
8,3039,2959,0.8,0.2,39,701,74,10,80,72,15,66,6,25,10,26
8,3039,2959,0.8,0.2,40,556,16,89,50,66,18,94,23,20,4,34
8,3039,2959,0.8,0.2,41,368,91,13,4,58,3,54,29,87,15,61
8,3039,2959,0.8,0.2,42,589,40,85,60,60,80,12,63,32,95,63
8,3039,2959,0.8,0.2,43,316,59,50,55,66,41,34,71,12,4,72
8,3039,2959,0.8,0.2,44,834,28,52,82,11,15,80,91,52,63,14
8,3039,2959,0.8,0.2,45,449,61,39,5,83,94,6,94,33,68,43
8,3039,2959,0.8,0.2,46,688,34,60,93,9,96,72,68,90,28,3
8,3039,2959,0.8,0.2,47,480,7,89,38,85,6,40,46,81,50,94
8,3039,2959,0.8,0.2,48,604,22,91,75,68,52,38,12,40,31,54
8,3039,2959,0.8,0.2,49,619,63,76,40,79,59,36,89,67,38,13
8,3039,2959,0.8,0.2,50,405,69,28,46,94,51,86,50,84,65,89
8,3039,2959,0.8,0.6,1,555,56,13,24,36,39,26,67,73,53,97
8,3039,2959,0.8,0.6,2,1407,78,78,79,31,33,37,44,48,81,80
8,3039,2959,0.8,0.6,3,1083,92,8,83,87,9,18,73,89,50,16
8,3039,2959,0.8,0.6,4,886,66,69,40,52,67,42,89,44,4,40
8,3039,2959,0.8,0.6,5,232,30,42,97,20,41,47,53,56,36,45
8,3039,2959,0.8,0.6,6,232,26,11,36,86,61,26,57,87,76,64
8,3039,2959,0.8,0.6,7,87,16,70,61,70,17,30,60,89,10,36
8,3039,2959,0.8,0.6,8,1282,48,21,48,78,76,62,52,72,8,44
8,3039,2959,0.8,0.6,9,890,30,53,24,99,31,41,42,67,17,98
8,3039,2959,0.8,0.6,10,1048,97,88,71,76,39,59,80,65,28,82
8,3039,2959,0.8,0.6,11,31,54,2,75,56,25,14,42,97,3,66
8,3039,2959,0.8,0.6,12,1435,62,69,2,71,9,96,45,45,80,69
8,3039,2959,0.8,0.6,13,1232,23,37,26,45,69,31,37,2,14,44
8,3039,2959,0.8,0.6,14,315,43,78,13,10,75,19,73,68,6,55
8,3039,2959,0.8,0.6,15,270,21,69,68,34,42,22,44,39,32,68
8,3039,2959,0.8,0.6,16,272,98,97,32,81,53,80,73,6,20,84
8,3039,2959,0.8,0.6,17,451,19,53,58,77,26,57,5,24,17,77
8,3039,2959,0.8,0.6,18,777,17,51,84,92,29,88,78,88,67,77
8,3039,2959,0.8,0.6,19,640,80,31,19,34,15,73,89,96,67,28
8,3039,2959,0.8,0.6,20,432,56,76,10,35,41,94,20,17,52,45
8,3039,2959,0.8,0.6,21,906,32,3,6,5,32,49,94,11,39,9
8,3039,2959,0.8,0.6,22,207,86,20,79,28,24,7,82,67,93,23
8,3039,2959,0.8,0.6,23,433,85,32,69,73,63,33,42,81,46,23
8,3039,2959,0.8,0.6,24,543,88,29,37,65,23,56,31,99,76,28
8,3039,2959,0.8,0.6,25,675,77,36,13,71,95,81,1,22,78,19
8,3039,2959,0.8,0.6,26,1162,15,34,35,47,88,38,9,26,87,91
8,3039,2959,0.8,0.6,27,296,48,89,97,98,40,13,5,1,16,75
8,3039,2959,0.8,0.6,28,761,11,43,45,7,25,14,51,23,19,6
8,3039,2959,0.8,0.6,29,877,33,48,72,42,12,62,21,41,82,60
8,3039,2959,0.8,0.6,30,70,72,68,80,71,12,58,31,38,80,12
8,3039,2959,0.8,0.6,31,899,69,52,24,54,9,5,54,36,28,61
8,3039,2959,0.8,0.6,32,253,74,39,30,7,69,9,1,50,97,35
8,3039,2959,0.8,0.6,33,97,48,12,89,90,28,91,3,59,60,81
8,3039,2959,0.8,0.6,34,1404,50,50,72,14,78,16,4,92,8,51
8,3039,2959,0.8,0.6,35,1429,41,48,85,15,1,38,58,55,40,94
8,3039,2959,0.8,0.6,36,1196,88,50,17,63,23,7,30,78,44,57
8,3039,2959,0.8,0.6,37,451,50,73,35,19,79,94,10,77,72,65
8,3039,2959,0.8,0.6,38,145,13,99,13,90,25,43,55,25,97,5
8,3039,2959,0.8,0.6,39,1013,74,10,80,72,15,66,6,25,10,26
8,3039,2959,0.8,0.6,40,652,16,89,50,66,18,94,23,20,4,34
8,3039,2959,0.8,0.6,41,181,91,13,4,58,3,54,29,87,15,61
8,3039,2959,0.8,0.6,42,733,40,85,60,60,80,12,63,32,95,63
8,3039,2959,0.8,0.6,43,52,59,50,55,66,41,34,71,12,4,72
8,3039,2959,0.8,0.6,44,1345,28,52,82,11,15,80,91,52,63,14
8,3039,2959,0.8,0.6,45,384,61,39,5,83,94,6,94,33,68,43
8,3039,2959,0.8,0.6,46,981,34,60,93,9,96,72,68,90,28,3
8,3039,2959,0.8,0.6,47,462,7,89,38,85,6,40,46,81,50,94
8,3039,2959,0.8,0.6,48,770,22,91,75,68,52,38,12,40,31,54
8,3039,2959,0.8,0.6,49,809,63,76,40,79,59,36,89,67,38,13
8,3039,2959,0.8,0.6,50,274,69,28,46,94,51,86,50,84,65,89
8,3039,2959,0.8,1.0,1,776,56,13,24,36,39,26,67,73,53,97
8,3039,2959,0.8,1.0,2,1969,78,78,79,31,33,37,44,48,81,80
8,3039,2959,0.8,1.0,3,1516,92,8,83,87,9,18,73,89,50,16
8,3039,2959,0.8,1.0,4,1240,66,69,40,52,67,42,89,44,4,40
8,3039,2959,0.8,1.0,5,324,30,42,97,20,41,47,53,56,36,45
8,3039,2959,0.8,1.0,6,324,26,11,36,86,61,26,57,87,76,64
8,3039,2959,0.8,1.0,7,121,16,70,61,70,17,30,60,89,10,36
8,3039,2959,0.8,1.0,8,1794,48,21,48,78,76,62,52,72,8,44
8,3039,2959,0.8,1.0,9,1245,30,53,24,99,31,41,42,67,17,98
8,3039,2959,0.8,1.0,10,1467,97,88,71,76,39,59,80,65,28,82
8,3039,2959,0.8,1.0,11,44,54,2,75,56,25,14,42,97,3,66
8,3039,2959,0.8,1.0,12,2009,62,69,2,71,9,96,45,45,80,69
8,3039,2959,0.8,1.0,13,1724,23,37,26,45,69,31,37,2,14,44
8,3039,2959,0.8,1.0,14,441,43,78,13,10,75,19,73,68,6,55
8,3039,2959,0.8,1.0,15,377,21,69,68,34,42,22,44,39,32,68
8,3039,2959,0.8,1.0,16,381,98,97,32,81,53,80,73,6,20,84
8,3039,2959,0.8,1.0,17,631,19,53,58,77,26,57,5,24,17,77
8,3039,2959,0.8,1.0,18,1087,17,51,84,92,29,88,78,88,67,77
8,3039,2959,0.8,1.0,19,895,80,31,19,34,15,73,89,96,67,28
8,3039,2959,0.8,1.0,20,604,56,76,10,35,41,94,20,17,52,45
8,3039,2959,0.8,1.0,21,1268,32,3,6,5,32,49,94,11,39,9
8,3039,2959,0.8,1.0,22,290,86,20,79,28,24,7,82,67,93,23
8,3039,2959,0.8,1.0,23,606,85,32,69,73,63,33,42,81,46,23
8,3039,2959,0.8,1.0,24,759,88,29,37,65,23,56,31,99,76,28
8,3039,2959,0.8,1.0,25,945,77,36,13,71,95,81,1,22,78,19
8,3039,2959,0.8,1.0,26,1627,15,34,35,47,88,38,9,26,87,91
8,3039,2959,0.8,1.0,27,414,48,89,97,98,40,13,5,1,16,75
8,3039,2959,0.8,1.0,28,1066,11,43,45,7,25,14,51,23,19,6
8,3039,2959,0.8,1.0,29,1227,33,48,72,42,12,62,21,41,82,60
8,3039,2959,0.8,1.0,30,97,72,68,80,71,12,58,31,38,80,12
8,3039,2959,0.8,1.0,31,1259,69,52,24,54,9,5,54,36,28,61
8,3039,2959,0.8,1.0,32,354,74,39,30,7,69,9,1,50,97,35
8,3039,2959,0.8,1.0,33,136,48,12,89,90,28,91,3,59,60,81
8,3039,2959,0.8,1.0,34,1965,50,50,72,14,78,16,4,92,8,51
8,3039,2959,0.8,1.0,35,2000,41,48,85,15,1,38,58,55,40,94
8,3039,2959,0.8,1.0,36,1675,88,50,17,63,23,7,30,78,44,57
8,3039,2959,0.8,1.0,37,632,50,73,35,19,79,94,10,77,72,65
8,3039,2959,0.8,1.0,38,203,13,99,13,90,25,43,55,25,97,5
8,3039,2959,0.8,1.0,39,1418,74,10,80,72,15,66,6,25,10,26
8,3039,2959,0.8,1.0,40,912,16,89,50,66,18,94,23,20,4,34
8,3039,2959,0.8,1.0,41,254,91,13,4,58,3,54,29,87,15,61
8,3039,2959,0.8,1.0,42,1026,40,85,60,60,80,12,63,32,95,63
8,3039,2959,0.8,1.0,43,72,59,50,55,66,41,34,71,12,4,72
8,3039,2959,0.8,1.0,44,1884,28,52,82,11,15,80,91,52,63,14
8,3039,2959,0.8,1.0,45,537,61,39,5,83,94,6,94,33,68,43
8,3039,2959,0.8,1.0,46,1373,34,60,93,9,96,72,68,90,28,3
8,3039,2959,0.8,1.0,47,646,7,89,38,85,6,40,46,81,50,94
8,3039,2959,0.8,1.0,48,1078,22,91,75,68,52,38,12,40,31,54
8,3039,2959,0.8,1.0,49,1133,63,76,40,79,59,36,89,67,38,13
8,3039,2959,0.8,1.0,50,384,69,28,46,94,51,86,50,84,65,89
9,2902,2795,0.2,0.2,1,2166,68,69,1,19,10,76,50,39,77,30
9,2902,2795,0.2,0.2,2,2488,40,96,37,65,76,40,87,11,30,71
9,2902,2795,0.2,0.2,3,2366,43,54,91,35,75,96,77,96,88,57
9,2902,2795,0.2,0.2,4,2291,72,37,59,89,29,54,88,74,21,83
9,2902,2795,0.2,0.2,5,2044,87,35,2,41,10,91,80,22,29,34
9,2902,2795,0.2,0.2,6,2044,59,19,44,15,86,90,75,22,12,31
9,2902,2795,0.2,0.2,7,1989,67,10,29,99,62,41,41,50,2,11
9,2902,2795,0.2,0.2,8,2441,89,88,37,19,26,72,84,6,95,50
9,2902,2795,0.2,0.2,9,2293,84,61,30,74,1,37,24,95,24,22
9,2902,2795,0.2,0.2,10,2352,43,95,20,63,62,38,27,83,20,7
9,2902,2795,0.2,0.2,11,1968,92,18,19,92,89,64,52,70,66,82
9,2902,2795,0.2,0.2,12,2499,90,49,79,29,2,98,73,1,82,34
9,2902,2795,0.2,0.2,13,2422,23,69,41,47,62,36,75,8,45,5
9,2902,2795,0.2,0.2,14,2075,20,86,79,80,96,20,23,94,4,62
9,2902,2795,0.2,0.2,15,2058,97,28,49,7,99,3,52,65,22,3
9,2902,2795,0.2,0.2,16,2059,57,6,21,43,91,41,97,70,81,68
9,2902,2795,0.2,0.2,17,2127,33,40,97,89,85,93,40,61,56,35
9,2902,2795,0.2,0.2,18,2250,7,88,86,9,42,44,50,80,85,79
9,2902,2795,0.2,0.2,19,2198,69,94,15,99,7,3,95,82,3,10
9,2902,2795,0.2,0.2,20,2119,56,78,57,38,4,19,34,23,82,60
9,2902,2795,0.2,0.2,21,2299,16,43,76,76,23,66,2,51,94,67
9,2902,2795,0.2,0.2,22,2034,41,31,14,52,74,55,76,92,72,10
9,2902,2795,0.2,0.2,23,2120,7,54,57,48,83,66,26,25,96,87
9,2902,2795,0.2,0.2,24,2161,74,80,80,55,41,68,48,23,55,25
9,2902,2795,0.2,0.2,25,2211,54,11,93,17,63,1,16,40,3,24
9,2902,2795,0.2,0.2,26,2395,67,27,31,63,99,5,20,69,63,4
9,2902,2795,0.2,0.2,27,2068,15,3,66,92,55,59,86,42,65,36
9,2902,2795,0.2,0.2,28,2244,85,32,30,77,37,64,62,13,20,44
9,2902,2795,0.2,0.2,29,2288,83,2,82,31,23,1,54,17,4,22
9,2902,2795,0.2,0.2,30,1982,42,49,11,44,1,5,50,27,95,8
9,2902,2795,0.2,0.2,31,2296,29,27,71,76,84,11,26,74,20,49
9,2902,2795,0.2,0.2,32,2052,64,81,94,18,46,46,4,7,57,97
9,2902,2795,0.2,0.2,33,1993,3,18,35,7,31,10,4,25,38,8
9,2902,2795,0.2,0.2,34,2487,9,83,71,40,93,56,59,73,46,9
9,2902,2795,0.2,0.2,35,2496,35,84,76,47,79,25,24,81,76,18
9,2902,2795,0.2,0.2,36,2408,24,49,76,73,32,95,14,84,10,34
9,2902,2795,0.2,0.2,37,2127,72,64,26,41,71,12,49,40,79,54
9,2902,2795,0.2,0.2,38,2011,70,20,31,70,60,48,35,28,7,42
9,2902,2795,0.2,0.2,39,2339,47,52,58,86,42,11,78,86,12,70
9,2902,2795,0.2,0.2,40,2203,78,42,31,8,24,45,77,17,60,59
9,2902,2795,0.2,0.2,41,2025,60,51,98,63,51,25,72,66,85,8
9,2902,2795,0.2,0.2,42,2233,11,66,26,77,98,62,10,33,73,29
9,2902,2795,0.2,0.2,43,1976,60,95,92,91,64,12,87,20,18,6
9,2902,2795,0.2,0.2,44,2465,5,18,11,24,85,67,24,84,75,42
9,2902,2795,0.2,0.2,45,2101,24,37,72,19,31,17,26,23,77,33
9,2902,2795,0.2,0.2,46,2327,52,70,46,63,11,59,46,73,71,67
9,2902,2795,0.2,0.2,47,2131,39,22,20,72,95,30,40,25,83,7
9,2902,2795,0.2,0.2,48,2247,14,87,38,17,58,73,86,87,63,64
9,2902,2795,0.2,0.2,49,2262,65,67,57,46,57,34,40,2,52,7
9,2902,2795,0.2,0.2,50,2060,99,15,5,66,28,27,8,15,66,60
9,2902,2795,0.2,0.6,1,2026,68,69,1,19,10,76,50,39,77,30
9,2902,2795,0.2,0.6,2,2992,40,96,37,65,76,40,87,11,30,71
9,2902,2795,0.2,0.6,3,2625,43,54,91,35,75,96,77,96,88,57
9,2902,2795,0.2,0.6,4,2401,72,37,59,89,29,54,88,74,21,83
9,2902,2795,0.2,0.6,5,1659,87,35,2,41,10,91,80,22,29,34
9,2902,2795,0.2,0.6,6,1659,59,19,44,15,86,90,75,22,12,31
9,2902,2795,0.2,0.6,7,1495,67,10,29,99,62,41,41,50,2,11
9,2902,2795,0.2,0.6,8,2850,89,88,37,19,26,72,84,6,95,50
9,2902,2795,0.2,0.6,9,2406,84,61,30,74,1,37,24,95,24,22
9,2902,2795,0.2,0.6,10,2585,43,95,20,63,62,38,27,83,20,7
9,2902,2795,0.2,0.6,11,1432,92,18,19,92,89,64,52,70,66,82
9,2902,2795,0.2,0.6,12,3024,90,49,79,29,2,98,73,1,82,34
9,2902,2795,0.2,0.6,13,2794,23,69,41,47,62,36,75,8,45,5
9,2902,2795,0.2,0.6,14,1754,20,86,79,80,96,20,23,94,4,62
9,2902,2795,0.2,0.6,15,1702,97,28,49,7,99,3,52,65,22,3
9,2902,2795,0.2,0.6,16,1705,57,6,21,43,91,41,97,70,81,68
9,2902,2795,0.2,0.6,17,1908,33,40,97,89,85,93,40,61,56,35
9,2902,2795,0.2,0.6,18,2278,7,88,86,9,42,44,50,80,85,79
9,2902,2795,0.2,0.6,19,2122,69,94,15,99,7,3,95,82,3,10
9,2902,2795,0.2,0.6,20,1886,56,78,57,38,4,19,34,23,82,60
9,2902,2795,0.2,0.6,21,2424,16,43,76,76,23,66,2,51,94,67
9,2902,2795,0.2,0.6,22,1631,41,31,14,52,74,55,76,92,72,10
9,2902,2795,0.2,0.6,23,1887,7,54,57,48,83,66,26,25,96,87
9,2902,2795,0.2,0.6,24,2012,74,80,80,55,41,68,48,23,55,25
9,2902,2795,0.2,0.6,25,2162,54,11,93,17,63,1,16,40,3,24
9,2902,2795,0.2,0.6,26,2714,67,27,31,63,99,5,20,69,63,4
9,2902,2795,0.2,0.6,27,1732,15,3,66,92,55,59,86,42,65,36
9,2902,2795,0.2,0.6,28,2260,85,32,30,77,37,64,62,13,20,44
9,2902,2795,0.2,0.6,29,2391,83,2,82,31,23,1,54,17,4,22
9,2902,2795,0.2,0.6,30,1475,42,49,11,44,1,5,50,27,95,8
9,2902,2795,0.2,0.6,31,2416,29,27,71,76,84,11,26,74,20,49
9,2902,2795,0.2,0.6,32,1683,64,81,94,18,46,46,4,7,57,97
9,2902,2795,0.2,0.6,33,1507,3,18,35,7,31,10,4,25,38,8
9,2902,2795,0.2,0.6,34,2989,9,83,71,40,93,56,59,73,46,9
9,2902,2795,0.2,0.6,35,3017,35,84,76,47,79,25,24,81,76,18
9,2902,2795,0.2,0.6,36,2753,24,49,76,73,32,95,14,84,10,34
9,2902,2795,0.2,0.6,37,1908,72,64,26,41,71,12,49,40,79,54
9,2902,2795,0.2,0.6,38,1561,70,20,31,70,60,48,35,28,7,42
9,2902,2795,0.2,0.6,39,2545,47,52,58,86,42,11,78,86,12,70
9,2902,2795,0.2,0.6,40,2136,78,42,31,8,24,45,77,17,60,59
9,2902,2795,0.2,0.6,41,1602,60,51,98,63,51,25,72,66,85,8
9,2902,2795,0.2,0.6,42,2228,11,66,26,77,98,62,10,33,73,29
9,2902,2795,0.2,0.6,43,1455,60,95,92,91,64,12,87,20,18,6
9,2902,2795,0.2,0.6,44,2922,5,18,11,24,85,67,24,84,75,42
9,2902,2795,0.2,0.6,45,1831,24,37,72,19,31,17,26,23,77,33
9,2902,2795,0.2,0.6,46,2509,52,70,46,63,11,59,46,73,71,67
9,2902,2795,0.2,0.6,47,1920,39,22,20,72,95,30,40,25,83,7
9,2902,2795,0.2,0.6,48,2270,14,87,38,17,58,73,86,87,63,64
9,2902,2795,0.2,0.6,49,2314,65,67,57,46,57,34,40,2,52,7
9,2902,2795,0.2,0.6,50,1708,99,15,5,66,28,27,8,15,66,60
9,2902,2795,0.2,1.0,1,1885,68,69,1,19,10,76,50,39,77,30
9,2902,2795,0.2,1.0,2,3496,40,96,37,65,76,40,87,11,30,71
9,2902,2795,0.2,1.0,3,2884,43,54,91,35,75,96,77,96,88,57
9,2902,2795,0.2,1.0,4,2512,72,37,59,89,29,54,88,74,21,83
9,2902,2795,0.2,1.0,5,1275,87,35,2,41,10,91,80,22,29,34
9,2902,2795,0.2,1.0,6,1275,59,19,44,15,86,90,75,22,12,31
9,2902,2795,0.2,1.0,7,1001,67,10,29,99,62,41,41,50,2,11
9,2902,2795,0.2,1.0,8,3259,89,88,37,19,26,72,84,6,95,50
9,2902,2795,0.2,1.0,9,2519,84,61,30,74,1,37,24,95,24,22
9,2902,2795,0.2,1.0,10,2818,43,95,20,63,62,38,27,83,20,7
