instance,ub,lb,T,R,job,due_date,p_machine1,p_machine2,p_machine3,p_machine4,p_machine5
6,1195,1180,0.8,0.2,7,132,42,57,60,85,45
6,1195,1180,0.8,0.2,8,322,64,42,28,35,44
6,1195,1180,0.8,0.2,9,260,73,71,94,84,29
6,1195,1180,0.8,0.2,10,285,95,3,95,97,32
6,1195,1180,0.8,0.2,11,123,22,11,18,93,94
6,1195,1180,0.8,0.2,12,347,53,49,73,60,84
6,1195,1180,0.8,0.2,13,314,32,8,40,99,60
6,1195,1180,0.8,0.2,14,168,5,3,61,29,49
6,1195,1180,0.8,0.2,15,161,94,47,68,94,49
6,1195,1180,0.8,0.2,16,161,12,58,75,41,65
6,1195,1180,0.8,0.2,17,190,41,23,37,51,85
6,1195,1180,0.8,0.2,18,242,85,79,13,87,52
6,1195,1180,0.8,0.2,19,220,75,99,65,97,8
6,1195,1180,0.8,0.2,20,187,38,23,7,11,58
6,1195,1180,0.8,0.6,1,222,71,13,61,21,91
6,1195,1180,0.8,0.6,2,561,27,11,25,8,13
6,1195,1180,0.8,0.6,3,432,55,73,52,5,7
6,1195,1180,0.8,0.6,4,354,90,43,72,8,95
6,1195,1180,0.8,0.6,5,93,11,27,89,58,20
6,1195,1180,0.8,0.6,6,93,18,33,75,59,69
6,1195,1180,0.8,0.6,7,35,42,57,60,85,45
6,1195,1180,0.8,0.6,8,511,64,42,28,35,44
6,1195,1180,0.8,0.6,9,355,73,71,94,84,29
6,1195,1180,0.8,0.6,10,418,95,3,95,97,32
6,1195,1180,0.8,0.6,11,13,22,11,18,93,94
6,1195,1180,0.8,0.6,12,572,53,49,73,60,84
6,1195,1180,0.8,0.6,13,491,32,8,40,99,60
6,1195,1180,0.8,0.6,14,126,5,3,61,29,49
6,1195,1180,0.8,0.6,15,108,94,47,68,94,49
6,1195,1180,0.8,0.6,16,109,12,58,75,41,65
6,1195,1180,0.8,0.6,17,180,41,23,37,51,85
6,1195,1180,0.8,0.6,18,310,85,79,13,87,52
6,1195,1180,0.8,0.6,19,255,75,99,65,97,8
6,1195,1180,0.8,0.6,20,173,38,23,7,11,58
6,1195,1180,0.8,1.0,1,310,71,13,61,21,91
6,1195,1180,0.8,1.0,2,785,27,11,25,8,13
6,1195,1180,0.8,1.0,3,605,55,73,52,5,7
6,1195,1180,0.8,1.0,4,495,90,43,72,8,95
6,1195,1180,0.8,1.0,5,130,11,27,89,58,20
6,1195,1180,0.8,1.0,6,130,18,33,75,59,69
6,1195,1180,0.8,1.0,7,49,42,57,60,85,45
6,1195,1180,0.8,1.0,8,716,64,42,28,35,44
6,1195,1180,0.8,1.0,9,497,73,71,94,84,29
6,1195,1180,0.8,1.0,10,585,95,3,95,97,32
6,1195,1180,0.8,1.0,11,18,22,11,18,93,94
6,1195,1180,0.8,1.0,12,801,53,49,73,60,84
6,1195,1180,0.8,1.0,13,688,32,8,40,99,60
6,1195,1180,0.8,1.0,14,176,5,3,61,29,49
6,1195,1180,0.8,1.0,15,151,94,47,68,94,49
6,1195,1180,0.8,1.0,16,152,12,58,75,41,65
6,1195,1180,0.8,1.0,17,252,41,23,37,51,85
6,1195,1180,0.8,1.0,18,434,85,79,13,87,52
6,1195,1180,0.8,1.0,19,357,75,99,65,97,8
6,1195,1180,0.8,1.0,20,241,38,23,7,11,58
7,1239,1226,0.2,0.2,1,950,15,28,77,1,45
7,1239,1226,0.2,0.2,2,1091,64,4,36,59,73
7,1239,1226,0.2,0.2,3,1038,64,43,57,95,59
7,1239,1226,0.2,0.2,4,1005,48,93,15,49,63
7,1239,1226,0.2,0.2,5,896,9,1,81,90,54
7,1239,1226,0.2,0.2,6,896,91,81,82,78,98
7,1239,1226,0.2,0.2,7,872,27,77,98,3,39
7,1239,1226,0.2,0.2,8,1071,34,69,97,69,75
7,1239,1226,0.2,0.2,9,1006,42,52,12,99,33
7,1239,1226,0.2,0.2,10,1032,3,28,35,41,8
7,1239,1226,0.2,0.2,11,863,11,28,84,73,86
7,1239,1226,0.2,0.2,12,1096,54,77,70,28,41
7,1239,1226,0.2,0.2,13,1062,27,42,27,99,41
7,1239,1226,0.2,0.2,14,910,30,53,37,13,22
7,1239,1226,0.2,0.2,15,903,9,46,59,59,43
7,1239,1226,0.2,0.2,16,903,15,49,42,47,34
7,1239,1226,0.2,0.2,17,933,88,15,57,8,80
7,1239,1226,0.2,0.2,18,987,55,43,16,92,16
7,1239,1226,0.2,0.2,19,964,50,65,11,87,37
7,1239,1226,0.2,0.2,20,930,57,41,34,62,94
7,1239,1226,0.2,0.6,1,889,15,28,77,1,45
7,1239,1226,0.2,0.6,2,1312,64,4,36,59,73
7,1239,1226,0.2,0.6,3,1151,64,43,57,95,59
7,1239,1226,0.2,0.6,4,1053,48,93,15,49,63
7,1239,1226,0.2,0.6,5,728,9,1,81,90,54
7,1239,1226,0.2,0.6,6,728,91,81,82,78,98
7,1239,1226,0.2,0.6,7,656,27,77,98,3,39
7,1239,1226,0.2,0.6,8,1250,34,69,97,69,75
7,1239,1226,0.2,0.6,9,1055,42,52,12,99,33
7,1239,1226,0.2,0.6,10,1134,3,28,35,41,8
7,1239,1226,0.2,0.6,11,628,11,28,84,73,86
7,1239,1226,0.2,0.6,12,1326,54,77,70,28,41
7,1239,1226,0.2,0.6,13,1225,27,42,27,99,41
7,1239,1226,0.2,0.6,14,769,30,53,37,13,22
7,1239,1226,0.2,0.6,15,747,9,46,59,59,43
7,1239,1226,0.2,0.6,16,748,15,49,42,47,34
7,1239,1226,0.2,0.6,17,837,88,15,57,8,80
7,1239,1226,0.2,0.6,18,999,55,43,16,92,16
7,1239,1226,0.2,0.6,19,931,50,65,11,87,37
7,1239,1226,0.2,0.6,20,827,57,41,34,62,94
7,1239,1226,0.2,1.0,1,827,15,28,77,1,45
7,1239,1226,0.2,1.0,2,1533,64,4,36,59,73
7,1239,1226,0.2,1.0,3,1265,64,43,57,95,59
7,1239,1226,0.2,1.0,4,1102,48,93,15,49,63
7,1239,1226,0.2,1.0,5,559,9,1,81,90,54
7,1239,1226,0.2,1.0,6,559,91,81,82,78,98
7,1239,1226,0.2,1.0,7,439,27,77,98,3,39
7,1239,1226,0.2,1.0,8,1430,34,69,97,69,75
7,1239,1226,0.2,1.0,9,1105,42,52,12,99,33
7,1239,1226,0.2,1.0,10,1236,3,28,35,41,8
7,1239,1226,0.2,1.0,11,393,11,28,84,73,86
7,1239,1226,0.2,1.0,12,1557,54,77,70,28,41
7,1239,1226,0.2,1.0,13,1388,27,42,27,99,41
7,1239,1226,0.2,1.0,14,628,30,53,37,13,22
7,1239,1226,0.2,1.0,15,591,9,46,59,59,43
7,1239,1226,0.2,1.0,16,593,15,49,42,47,34
7,1239,1226,0.2,1.0,17,741,88,15,57,8,80
7,1239,1226,0.2,1.0,18,1011,55,43,16,92,16
7,1239,1226,0.2,1.0,19,897,50,65,11,87,37
7,1239,1226,0.2,1.0,20,725,57,41,34,62,94
7,1239,1226,0.4,0.2,1,705,15,28,77,1,45
7,1239,1226,0.4,0.2,2,846,64,4,36,59,73
7,1239,1226,0.4,0.2,3,792,64,43,57,95,59
7,1239,1226,0.4,0.2,4,760,48,93,15,49,63
7,1239,1226,0.4,0.2,5,651,9,1,81,90,54
7,1239,1226,0.4,0.2,6,651,91,81,82,78,98
7,1239,1226,0.4,0.2,7,627,27,77,98,3,39
7,1239,1226,0.4,0.2,8,825,34,69,97,69,75
7,1239,1226,0.4,0.2,9,760,42,52,12,99,33
7,1239,1226,0.4,0.2,10,787,3,28,35,41,8
7,1239,1226,0.4,0.2,11,618,11,28,84,73,86
7,1239,1226,0.4,0.2,12,851,54,77,70,28,41
7,1239,1226,0.4,0.2,13,817,27,42,27,99,41
7,1239,1226,0.4,0.2,14,665,30,53,37,13,22
7,1239,1226,0.4,0.2,15,658,9,46,59,59,43
7,1239,1226,0.4,0.2,16,658,15,49,42,47,34
7,1239,1226,0.4,0.2,17,688,88,15,57,8,80
7,1239,1226,0.4,0.2,18,742,55,43,16,92,16
7,1239,1226,0.4,0.2,19,719,50,65,11,87,37
7,1239,1226,0.4,0.2,20,684,57,41,34,62,94
7,1239,1226,0.4,0.6,1,643,15,28,77,1,45
7,1239,1226,0.4,0.6,2,1067,64,4,36,59,73
7,1239,1226,0.4,0.6,3,906,64,43,57,95,59
7,1239,1226,0.4,0.6,4,808,48,93,15,49,63
7,1239,1226,0.4,0.6,5,483,9,1,81,90,54
7,1239,1226,0.4,0.6,6,483,91,81,82,78,98
7,1239,1226,0.4,0.6,7,411,27,77,98,3,39
7,1239,1226,0.4,0.6,8,1005,34,69,97,69,75
7,1239,1226,0.4,0.6,9,810,42,52,12,99,33
7,1239,1226,0.4,0.6,10,889,3,28,35,41,8
7,1239,1226,0.4,0.6,11,383,11,28,84,73,86
7,1239,1226,0.4,0.6,12,1081,54,77,70,28,41
7,1239,1226,0.4,0.6,13,980,27,42,27,99,41
7,1239,1226,0.4,0.6,14,524,30,53,37,13,22
7,1239,1226,0.4,0.6,15,502,9,46,59,59,43
7,1239,1226,0.4,0.6,16,503,15,49,42,47,34
7,1239,1226,0.4,0.6,17,592,88,15,57,8,80
7,1239,1226,0.4,0.6,18,754,55,43,16,92,16
7,1239,1226,0.4,0.6,19,686,50,65,11,87,37
7,1239,1226,0.4,0.6,20,582,57,41,34,62,94
7,1239,1226,0.4,1.0,1,582,15,28,77,1,45
7,1239,1226,0.4,1.0,2,1288,64,4,36,59,73
7,1239,1226,0.4,1.0,3,1020,64,43,57,95,59
7,1239,1226,0.4,1.0,4,857,48,93,15,49,63
7,1239,1226,0.4,1.0,5,314,9,1,81,90,54
7,1239,1226,0.4,1.0,6,314,91,81,82,78,98
7,1239,1226,0.4,1.0,7,194,27,77,98,3,39
7,1239,1226,0.4,1.0,8,1185,34,69,97,69,75
7,1239,1226,0.4,1.0,9,860,42,52,12,99,33
7,1239,1226,0.4,1.0,10,991,3,28,35,41,8
7,1239,1226,0.4,1.0,11,148,11,28,84,73,86
7,1239,1226,0.4,1.0,12,1312,54,77,70,28,41
7,1239,1226,0.4,1.0,13,1143,27,42,27,99,41
7,1239,1226,0.4,1.0,14,383,30,53,37,13,22
7,1239,1226,0.4,1.0,15,346,9,46,59,59,43
7,1239,1226,0.4,1.0,16,347,15,49,42,47,34
7,1239,1226,0.4,1.0,17,496,88,15,57,8,80
7,1239,1226,0.4,1.0,18,766,55,43,16,92,16
7,1239,1226,0.4,1.0,19,652,50,65,11,87,37
7,1239,1226,0.4,1.0,20,480,57,41,34,62,94
7,1239,1226,0.6,0.2,1,460,15,28,77,1,45
7,1239,1226,0.6,0.2,2,601,64,4,36,59,73
7,1239,1226,0.6,0.2,3,547,64,43,57,95,59
7,1239,1226,0.6,0.2,4,515,48,93,15,49,63
7,1239,1226,0.6,0.2,5,406,9,1,81,90,54
7,1239,1226,0.6,0.2,6,406,91,81,82,78,98
7,1239,1226,0.6,0.2,7,382,27,77,98,3,39
7,1239,1226,0.6,0.2,8,580,34,69,97,69,75
7,1239,1226,0.6,0.2,9,515,42,52,12,99,33
7,1239,1226,0.6,0.2,10,541,3,28,35,41,8
7,1239,1226,0.6,0.2,11,373,11,28,84,73,86
7,1239,1226,0.6,0.2,12,606,54,77,70,28,41
7,1239,1226,0.6,0.2,13,572,27,42,27,99,41
7,1239,1226,0.6,0.2,14,420,30,53,37,13,22
7,1239,1226,0.6,0.2,15,412,9,46,59,59,43
7,1239,1226,0.6,0.2,16,413,15,49,42,47,34
7,1239,1226,0.6,0.2,17,442,88,15,57,8,80
7,1239,1226,0.6,0.2,18,496,55,43,16,92,16
7,1239,1226,0.6,0.2,19,474,50,65,11,87,37
7,1239,1226,0.6,0.2,20,439,57,41,34,62,94
7,1239,1226,0.6,0.6,1,398,15,28,77,1,45
7,1239,1226,0.6,0.6,2,822,64,4,36,59,73
7,1239,1226,0.6,0.6,3,661,64,43,57,95,59
7,1239,1226,0.6,0.6,4,563,48,93,15,49,63
7,1239,1226,0.6,0.6,5,237,9,1,81,90,54
7,1239,1226,0.6,0.6,6,237,91,81,82,78,98
7,1239,1226,0.6,0.6,7,165,27,77,98,3,39
7,1239,1226,0.6,0.6,8,760,34,69,97,69,75
7,1239,1226,0.6,0.6,9,565,42,52,12,99,33
7,1239,1226,0.6,0.6,10,643,3,28,35,41,8
7,1239,1226,0.6,0.6,11,138,11,28,84,73,86
7,1239,1226,0.6,0.6,12,836,54,77,70,28,41
7,1239,1226,0.6,0.6,13,735,27,42,27,99,41
7,1239,1226,0.6,0.6,14,279,30,53,37,13,22
7,1239,1226,0.6,0.6,15,256,9,46,59,59,43
7,1239,1226,0.6,0.6,16,258,15,49,42,47,34
7,1239,1226,0.6,0.6,17,346,88,15,57,8,80
7,1239,1226,0.6,0.6,18,509,55,43,16,92,16
7,1239,1226,0.6,0.6,19,440,50,65,11,87,37
7,1239,1226,0.6,0.6,20,337,57,41,34,62,94
7,1239,1226,0.6,1.0,1,414,15,28,77,1,45
7,1239,1226,0.6,1.0,2,1049,64,4,36,59,73
7,1239,1226,0.6,1.0,3,808,64,43,57,95,59
7,1239,1226,0.6,1.0,4,661,48,93,15,49,63
7,1239,1226,0.6,1.0,5,173,9,1,81,90,54
7,1239,1226,0.6,1.0,6,173,91,81,82,78,98
7,1239,1226,0.6,1.0,7,65,27,77,98,3,39
7,1239,1226,0.6,1.0,8,956,34,69,97,69,75
7,1239,1226,0.6,1.0,9,664,42,52,12,99,33
7,1239,1226,0.6,1.0,10,782,3,28,35,41,8
7,1239,1226,0.6,1.0,11,24,11,28,84,73,86
7,1239,1226,0.6,1.0,12,1070,54,77,70,28,41
7,1239,1226,0.6,1.0,13,919,27,42,27,99,41
7,1239,1226,0.6,1.0,14,235,30,53,37,13,22
7,1239,1226,0.6,1.0,15,201,9,46,59,59,43
7,1239,1226,0.6,1.0,16,203,15,49,42,47,34
7,1239,1226,0.6,1.0,17,336,88,15,57,8,80
7,1239,1226,0.6,1.0,18,579,55,43,16,92,16
7,1239,1226,0.6,1.0,19,477,50,65,11,87,37
7,1239,1226,0.6,1.0,20,322,57,41,34,62,94
7,1239,1226,0.8,0.2,1,214,15,28,77,1,45
7,1239,1226,0.8,0.2,2,356,64,4,36,59,73
7,1239,1226,0.8,0.2,3,302,64,43,57,95,59
7,1239,1226,0.8,0.2,4,269,48,93,15,49,63
7,1239,1226,0.8,0.2,5,161,9,1,81,90,54
7,1239,1226,0.8,0.2,6,161,91,81,82,78,98
7,1239,1226,0.8,0.2,7,137,27,77,98,3,39
7,1239,1226,0.8,0.2,8,335,34,69,97,69,75
7,1239,1226,0.8,0.2,9,270,42,52,12,99,33
7,1239,1226,0.8,0.2,10,296,3,28,35,41,8
7,1239,1226,0.8,0.2,11,128,11,28,84,73,86
7,1239,1226,0.8,0.2,12,360,54,77,70,28,41
7,1239,1226,0.8,0.2,13,327,27,42,27,99,41
7,1239,1226,0.8,0.2,14,175,30,53,37,13,22
7,1239,1226,0.8,0.2,15,167,9,46,59,59,43
7,1239,1226,0.8,0.2,16,168,15,49,42,47,34
7,1239,1226,0.8,0.2,17,197,88,15,57,8,80
7,1239,1226,0.8,0.2,18,251,55,43,16,92,16
7,1239,1226,0.8,0.2,19,229,50,65,11,87,37
7,1239,1226,0.8,0.2,20,194,57,41,34,62,94
7,1239,1226,0.8,0.6,1,230,15,28,77,1,45
7,1239,1226,0.8,0.6,2,583,64,4,36,59,73
7,1239,1226,0.8,0.6,3,449,64,43,57,95,59
7,1239,1226,0.8,0.6,4,367,48,93,15,49,63
7,1239,1226,0.8,0.6,5,96,9,1,81,90,54
7,1239,1226,0.8,0.6,6,96,91,81,82,78,98
7,1239,1226,0.8,0.6,7,37,27,77,98,3,39
7,1239,1226,0.8,0.6,8,531,34,69,97,69,75
7,1239,1226,0.8,0.6,9,369,42,52,12,99,33
7,1239,1226,0.8,0.6,10,434,3,28,35,41,8
7,1239,1226,0.8,0.6,11,14,11,28,84,73,86
7,1239,1226,0.8,0.6,12,595,54,77,70,28,41
7,1239,1226,0.8,0.6,13,510,27,42,27,99,41
7,1239,1226,0.8,0.6,14,131,30,53,37,13,22
7,1239,1226,0.8,0.6,15,112,9,46,59,59,43
7,1239,1226,0.8,0.6,16,113,15,49,42,47,34
7,1239,1226,0.8,0.6,17,187,88,15,57,8,80
7,1239,1226,0.8,0.6,18,322,55,43,16,92,16
7,1239,1226,0.8,0.6,19,265,50,65,11,87,37
7,1239,1226,0.8,0.6,20,179,57,41,34,62,94
7,1239,1226,0.8,1.0,1,322,15,28,77,1,45
7,1239,1226,0.8,1.0,2,816,64,4,36,59,73
7,1239,1226,0.8,1.0,3,628,64,43,57,95,59
7,1239,1226,0.8,1.0,4,514,48,93,15,49,63
7,1239,1226,0.8,1.0,5,135,9,1,81,90,54
7,1239,1226,0.8,1.0,6,135,91,81,82,78,98
7,1239,1226,0.8,1.0,7,51,27,77,98,3,39
7,1239,1226,0.8,1.0,8,743,34,69,97,69,75
7,1239,1226,0.8,1.0,9,516,42,52,12,99,33
7,1239,1226,0.8,1.0,10,608,3,28,35,41,8
7,1239,1226,0.8,1.0,11,19,11,28,84,73,86
7,1239,1226,0.8,1.0,12,832,54,77,70,28,41
7,1239,1226,0.8,1.0,13,715,27,42,27,99,41
7,1239,1226,0.8,1.0,14,183,30,53,37,13,22
7,1239,1226,0.8,1.0,15,157,9,46,59,59,43
7,1239,1226,0.8,1.0,16,158,15,49,42,47,34
7,1239,1226,0.8,1.0,17,262,88,15,57,8,80
7,1239,1226,0.8,1.0,18,451,55,43,16,92,16
7,1239,1226,0.8,1.0,19,371,50,65,11,87,37
7,1239,1226,0.8,1.0,20,251,57,41,34,62,94
8,1206,1170,0.2,0.2,1,907,34,5,86,28,8
8,1206,1170,0.2,0.2,2,1041,20,48,35,39,91
8,1206,1170,0.2,0.2,3,990,57,80,5,55,45
8,1206,1170,0.2,0.2,4,959,47,43,93,21,55
8,1206,1170,0.2,0.2,5,856,62,34,74,25,75
8,1206,1170,0.2,0.2,6,856,40,2,12,88,18
8,1206,1170,0.2,0.2,7,833,74,87,40,59,59
8,1206,1170,0.2,0.2,8,1022,94,68,95,40,86
8,1206,1170,0.2,0.2,9,960,9,28,80,90,45
8,1206,1170,0.2,0.2,10,985,62,84,6,18,89
8,1206,1170,0.2,0.2,11,824,86,30,92,33,11
8,1206,1170,0.2,0.2,12,1046,13,35,14,10,54
8,1206,1170,0.2,0.2,13,1014,78,42,83,59,38
8,1206,1170,0.2,0.2,14,869,46,39,49,92,41
8,1206,1170,0.2,0.2,15,862,83,85,36,15,64
8,1206,1170,0.2,0.2,16,862,52,34,38,77,98
8,1206,1170,0.2,0.2,17,890,13,36,43,31,83
8,1206,1170,0.2,0.2,18,942,70,9,89,85,36
8,1206,1170,0.2,0.2,19,920,40,96,94,85,61
8,1206,1170,0.2,0.2,20,887,60,84,33,99,19
8,1206,1170,0.2,0.6,1,848,34,5,86,28,8
8,1206,1170,0.2,0.6,2,1252,20,48,35,39,91
8,1206,1170,0.2,0.6,3,1099,57,80,5,55,45
8,1206,1170,0.2,0.6,4,1005,47,43,93,21,55
8,1206,1170,0.2,0.6,5,695,62,34,74,25,75
8,1206,1170,0.2,0.6,6,695,40,2,12,88,18
8,1206,1170,0.2,0.6,7,626,74,87,40,59,59
8,1206,1170,0.2,0.6,8,1193,94,68,95,40,86
8,1206,1170,0.2,0.6,9,1007,9,28,80,90,45
8,1206,1170,0.2,0.6,10,1082,62,84,6,18,89
8,1206,1170,0.2,0.6,11,599,86,30,92,33,11
8,1206,1170,0.2,0.6,12,1266,13,35,14,10,54
8,1206,1170,0.2,0.6,13,1169,78,42,83,59,38
8,1206,1170,0.2,0.6,14,734,46,39,49,92,41
8,1206,1170,0.2,0.6,15,713,83,85,36,15,64
8,1206,1170,0.2,0.6,16,714,52,34,38,77,98
8,1206,1170,0.2,0.6,17,799,13,36,43,31,83
8,1206,1170,0.2,0.6,18,953,70,9,89,85,36
8,1206,1170,0.2,0.6,19,888,40,96,94,85,61
8,1206,1170,0.2,0.6,20,789,60,84,33,99,19
8,1206,1170,0.2,1.0,1,789,34,5,86,28,8
8,1206,1170,0.2,1.0,2,1463,20,48,35,39,91
8,1206,1170,0.2,1.0,3,1207,57,80,5,55,45
8,1206,1170,0.2,1.0,4,1051,47,43,93,21,55
8,1206,1170,0.2,1.0,5,534,62,34,74,25,75
8,1206,1170,0.2,1.0,6,534,40,2,12,88,18
8,1206,1170,0.2,1.0,7,419,74,87,40,59,59
8,1206,1170,0.2,1.0,8,1364,94,68,95,40,86
8,1206,1170,0.2,1.0,9,1054,9,28,80,90,45
8,1206,1170,0.2,1.0,10,1179,62,84,6,18,89
8,1206,1170,0.2,1.0,11,375,86,30,92,33,11
8,1206,1170,0.2,1.0,12,1486,13,35,14,10,54
8,1206,1170,0.2,1.0,13,1325,78,42,83,59,38
8,1206,1170,0.2,1.0,14,599,46,39,49,92,41
8,1206,1170,0.2,1.0,15,564,83,85,36,15,64
8,1206,1170,0.2,1.0,16,566,52,34,38,77,98
8,1206,1170,0.2,1.0,17,707,13,36,43,31,83
8,1206,1170,0.2,1.0,18,965,70,9,89,85,36
8,1206,1170,0.2,1.0,19,856,40,96,94,85,61
8,1206,1170,0.2,1.0,20,692,60,84,33,99,19
8,1206,1170,0.4,0.2,1,673,34,5,86,28,8
8,1206,1170,0.4,0.2,2,807,20,48,35,39,91
8,1206,1170,0.4,0.2,3,756,57,80,5,55,45
8,1206,1170,0.4,0.2,4,725,47,43,93,21,55
8,1206,1170,0.4,0.2,5,622,62,34,74,25,75
8,1206,1170,0.4,0.2,6,622,40,2,12,88,18
8,1206,1170,0.4,0.2,7,599,74,87,40,59,59
8,1206,1170,0.4,0.2,8,788,94,68,95,40,86
8,1206,1170,0.4,0.2,9,726,9,28,80,90,45
8,1206,1170,0.4,0.2,10,751,62,84,6,18,89
8,1206,1170,0.4,0.2,11,590,86,30,92,33,11
8,1206,1170,0.4,0.2,12,812,13,35,14,10,54
8,1206,1170,0.4,0.2,13,780,78,42,83,59,38
8,1206,1170,0.4,0.2,14,635,46,39,49,92,41
8,1206,1170,0.4,0.2,15,628,83,85,36,15,64
8,1206,1170,0.4,0.2,16,628,52,34,38,77,98
8,1206,1170,0.4,0.2,17,656,13,36,43,31,83
8,1206,1170,0.4,0.2,18,708,70,9,89,85,36
8,1206,1170,0.4,0.2,19,686,40,96,94,85,61
8,1206,1170,0.4,0.2,20,653,60,84,33,99,19
8,1206,1170,0.4,0.6,1,614,34,5,86,28,8
8,1206,1170,0.4,0.6,2,1018,20,48,35,39,91
8,1206,1170,0.4,0.6,3,865,57,80,5,55,45
8,1206,1170,0.4,0.6,4,771,47,43,93,21,55
8,1206,1170,0.4,0.6,5,461,62,34,74,25,75
8,1206,1170,0.4,0.6,6,461,40,2,12,88,18
8,1206,1170,0.4,0.6,7,392,74,87,40,59,59
8,1206,1170,0.4,0.6,8,959,94,68,95,40,86
8,1206,1170,0.4,0.6,9,773,9,28,80,90,45
8,1206,1170,0.4,0.6,10,848,62,84,6,18,89
8,1206,1170,0.4,0.6,11,365,86,30,92,33,11
8,1206,1170,0.4,0.6,12,1032,13,35,14,10,54
8,1206,1170,0.4,0.6,13,935,78,42,83,59,38
8,1206,1170,0.4,0.6,14,500,46,39,49,92,41
8,1206,1170,0.4,0.6,15,479,83,85,36,15,64
8,1206,1170,0.4,0.6,16,480,52,34,38,77,98
8,1206,1170,0.4,0.6,17,565,13,36,43,31,83
8,1206,1170,0.4,0.6,18,719,70,9,89,85,36
8,1206,1170,0.4,0.6,19,654,40,96,94,85,61
8,1206,1170,0.4,0.6,20,555,60,84,33,99,19
8,1206,1170,0.4,1.0,1,555,34,5,86,28,8
8,1206,1170,0.4,1.0,2,1229,20,48,35,39,91
8,1206,1170,0.4,1.0,3,973,57,80,5,55,45
8,1206,1170,0.4,1.0,4,817,47,43,93,21,55
8,1206,1170,0.4,1.0,5,300,62,34,74,25,75
8,1206,1170,0.4,1.0,6,300,40,2,12,88,18
8,1206,1170,0.4,1.0,7,185,74,87,40,59,59
8,1206,1170,0.4,1.0,8,1130,94,68,95,40,86
8,1206,1170,0.4,1.0,9,820,9,28,80,90,45
8,1206,1170,0.4,1.0,10,945,62,84,6,18,89
8,1206,1170,0.4,1.0,11,141,86,30,92,33,11
8,1206,1170,0.4,1.0,12,1252,13,35,14,10,54
8,1206,1170,0.4,1.0,13,1091,78,42,83,59,38
8,1206,1170,0.4,1.0,14,365,46,39,49,92,41
8,1206,1170,0.4,1.0,15,330,83,85,36,15,64
8,1206,1170,0.4,1.0,16,332,52,34,38,77,98
8,1206,1170,0.4,1.0,17,473,13,36,43,31,83
8,1206,1170,0.4,1.0,18,731,70,9,89,85,36
8,1206,1170,0.4,1.0,19,622,40,96,94,85,61
8,1206,1170,0.4,1.0,20,458,60,84,33,99,19
8,1206,1170,0.6,0.2,1,439,34,5,86,28,8
8,1206,1170,0.6,0.2,2,573,20,48,35,39,91
8,1206,1170,0.6,0.2,3,522,57,80,5,55,45
8,1206,1170,0.6,0.2,4,491,47,43,93,21,55
8,1206,1170,0.6,0.2,5,388,62,34,74,25,75
8,1206,1170,0.6,0.2,6,388,40,2,12,88,18
8,1206,1170,0.6,0.2,7,365,74,87,40,59,59
8,1206,1170,0.6,0.2,8,554,94,68,95,40,86
8,1206,1170,0.6,0.2,9,492,9,28,80,90,45
8,1206,1170,0.6,0.2,10,517,62,84,6,18,89
8,1206,1170,0.6,0.2,11,356,86,30,92,33,11
8,1206,1170,0.6,0.2,12,578,13,35,14,10,54
8,1206,1170,0.6,0.2,13,546,78,42,83,59,38
8,1206,1170,0.6,0.2,14,401,46,39,49,92,41
8,1206,1170,0.6,0.2,15,394,83,85,36,15,64
8,1206,1170,0.6,0.2,16,394,52,34,38,77,98
8,1206,1170,0.6,0.2,17,422,13,36,43,31,83
8,1206,1170,0.6,0.2,18,474,70,9,89,85,36
8,1206,1170,0.6,0.2,19,452,40,96,94,85,61
8,1206,1170,0.6,0.2,20,419,60,84,33,99,19
8,1206,1170,0.6,0.6,1,380,34,5,86,28,8
8,1206,1170,0.6,0.6,2,784,20,48,35,39,91
8,1206,1170,0.6,0.6,3,631,57,80,5,55,45
8,1206,1170,0.6,0.6,4,537,47,43,93,21,55
8,1206,1170,0.6,0.6,5,227,62,34,74,25,75
8,1206,1170,0.6,0.6,6,227,40,2,12,88,18
8,1206,1170,0.6,0.6,7,158,74,87,40,59,59
8,1206,1170,0.6,0.6,8,725,94,68,95,40,86
8,1206,1170,0.6,0.6,9,539,9,28,80,90,45
8,1206,1170,0.6,0.6,10,614,62,84,6,18,89
8,1206,1170,0.6,0.6,11,131,86,30,92,33,11
8,1206,1170,0.6,0.6,12,798,13,35,14,10,54
8,1206,1170,0.6,0.6,13,701,78,42,83,59,38
8,1206,1170,0.6,0.6,14,266,46,39,49,92,41
8,1206,1170,0.6,0.6,15,245,83,85,36,15,64
8,1206,1170,0.6,0.6,16,246,52,34,38,77,98
8,1206,1170,0.6,0.6,17,331,13,36,43,31,83
8,1206,1170,0.6,0.6,18,485,70,9,89,85,36
8,1206,1170,0.6,0.6,19,420,40,96,94,85,61
8,1206,1170,0.6,0.6,20,321,60,84,33,99,19
8,1206,1170,0.6,1.0,1,395,34,5,86,28,8
8,1206,1170,0.6,1.0,2,1001,20,48,35,39,91
8,1206,1170,0.6,1.0,3,771,57,80,5,55,45
8,1206,1170,0.6,1.0,4,631,47,43,93,21,55
8,1206,1170,0.6,1.0,5,165,62,34,74,25,75
8,1206,1170,0.6,1.0,6,165,40,2,12,88,18
8,1206,1170,0.6,1.0,7,62,74,87,40,59,59
8,1206,1170,0.6,1.0,8,912,94,68,95,40,86
